userEmail,companyName,clockIn,clockOut,notes
adrian.perez@acme.com,Acme Iberica SL,2026-07-09T08:53:00,2026-07-09T17:01:00,
adrian.perez@acme.com,Acme Iberica SL,2026-07-08T09:04:00,2026-07-08T17:34:00,
adrian.perez@acme.com,Acme Iberica SL,2026-07-07T09:11:00,2026-07-07T17:06:00,
adrian.perez@acme.com,Acme Iberica SL,2026-07-06T08:48:00,2026-07-06T17:10:00,Reunion cliente
adrian.perez@acme.com,Acme Iberica SL,2026-07-03T09:03:00,2026-07-03T17:31:00,
adrian.perez@acme.com,Acme Iberica SL,2026-07-02T08:57:00,2026-07-02T17:07:00,
adrian.perez@acme.com,Acme Iberica SL,2026-07-01T08:51:00,2026-07-01T16:40:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-30T09:11:00,2026-06-30T17:36:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-29T09:07:00,2026-06-29T17:11:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-26T09:04:00,2026-06-26T16:56:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-25T09:03:00,2026-06-25T16:50:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-24T08:58:00,2026-06-24T17:25:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-23T09:01:00,2026-06-23T17:27:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-22T09:12:00,2026-06-22T17:23:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-19T08:48:00,2026-06-19T17:00:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-18T09:05:00,2026-06-18T17:19:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-17T08:58:00,2026-06-17T16:54:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-16T09:15:00,2026-06-16T17:41:00,
adrian.perez@acme.com,Acme Iberica SL,2026-06-15T09:10:00,2026-06-15T17:29:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-10T08:59:00,2026-07-10T17:11:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-09T09:03:00,2026-07-09T17:05:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-08T08:52:00,2026-07-08T16:42:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-07T08:59:00,2026-07-07T16:59:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-06T09:03:00,2026-07-06T17:27:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-03T08:55:00,2026-07-03T16:41:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-02T08:55:00,2026-07-02T16:51:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-07-01T08:56:00,2026-07-01T16:57:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-30T09:13:00,2026-06-30T17:36:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-29T08:53:00,2026-06-29T17:13:00,Teletrabajo
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-26T08:47:00,2026-06-26T16:47:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-25T09:00:00,2026-06-25T17:20:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-24T09:07:00,2026-06-24T17:22:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-23T09:00:00,2026-06-23T17:13:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-22T08:47:00,2026-06-22T16:50:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-19T09:07:00,2026-06-19T17:07:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-18T09:03:00,2026-06-18T17:11:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-17T09:01:00,2026-06-17T17:08:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-16T09:08:00,2026-06-16T17:28:00,
sergio.sanchez@acme.com,Acme Iberica SL,2026-06-15T09:07:00,2026-06-15T17:21:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-10T08:53:00,2026-07-10T16:52:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-09T08:51:00,2026-07-09T16:56:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-08T09:02:00,2026-07-08T17:31:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-07T08:51:00,2026-07-07T17:06:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-06T09:03:00,2026-07-06T17:21:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-03T08:48:00,2026-07-03T16:45:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-02T08:56:00,2026-07-02T16:52:00,
victor.gomez@acme.com,Acme Iberica SL,2026-07-01T09:07:00,2026-07-01T17:26:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-30T08:46:00,2026-06-30T16:34:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-29T09:07:00,2026-06-29T17:00:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-26T09:09:00,2026-06-26T17:25:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-25T08:45:00,2026-06-25T17:06:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-24T09:00:00,2026-06-24T17:13:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-23T09:15:00,2026-06-23T17:03:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-22T09:12:00,2026-06-22T17:27:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-19T08:47:00,2026-06-19T16:57:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-18T09:03:00,2026-06-18T17:28:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-17T08:49:00,2026-06-17T16:43:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-16T09:15:00,2026-06-16T17:19:00,
victor.gomez@acme.com,Acme Iberica SL,2026-06-15T08:52:00,2026-06-15T16:44:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-10T08:58:00,2026-07-10T17:21:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-09T09:04:00,2026-07-09T17:03:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-08T08:57:00,2026-07-08T17:10:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-07T08:54:00,2026-07-07T17:16:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-06T08:54:00,2026-07-06T17:15:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-03T09:04:00,2026-07-03T16:55:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-02T08:51:00,2026-07-02T17:16:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-07-01T09:06:00,2026-07-01T16:56:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-30T08:50:00,2026-06-30T17:10:00,Teletrabajo
sara.alvarez@acme.com,Acme Iberica SL,2026-06-29T08:58:00,2026-06-29T17:11:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-26T09:00:00,2026-06-26T17:03:00,Reunion cliente
sara.alvarez@acme.com,Acme Iberica SL,2026-06-25T09:07:00,2026-06-25T17:10:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-24T08:59:00,2026-06-24T16:48:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-23T09:14:00,2026-06-23T17:15:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-22T09:05:00,2026-06-22T17:27:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-19T09:14:00,2026-06-19T17:11:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-18T09:02:00,2026-06-18T17:01:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-17T09:14:00,2026-06-17T17:16:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-16T08:47:00,2026-06-16T16:35:00,
sara.alvarez@acme.com,Acme Iberica SL,2026-06-15T08:54:00,2026-06-15T17:17:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-10T09:03:00,2026-07-10T17:06:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-09T08:59:00,2026-07-09T17:28:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-08T08:57:00,2026-07-08T16:59:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-07T09:00:00,2026-07-07T17:13:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-06T08:46:00,2026-07-06T16:58:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-03T09:04:00,2026-07-03T17:05:00,Teletrabajo
ana.navarro@acme.com,Acme Iberica SL,2026-07-02T09:15:00,2026-07-02T17:43:00,
ana.navarro@acme.com,Acme Iberica SL,2026-07-01T09:03:00,2026-07-01T17:25:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-30T09:09:00,2026-06-30T17:37:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-29T09:03:00,2026-06-29T16:50:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-26T08:50:00,2026-06-26T17:05:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-25T08:59:00,2026-06-25T17:01:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-24T09:03:00,2026-06-24T17:15:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-23T09:00:00,2026-06-23T16:50:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-22T08:58:00,2026-06-22T17:04:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-19T08:48:00,2026-06-19T16:43:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-18T09:07:00,2026-06-18T17:23:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-17T09:15:00,2026-06-17T17:25:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-16T09:02:00,2026-06-16T16:49:00,
ana.navarro@acme.com,Acme Iberica SL,2026-06-15T08:55:00,2026-06-15T16:56:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-10T09:09:00,2026-07-10T17:19:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-09T09:11:00,2026-07-09T16:56:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-08T09:02:00,2026-07-08T17:16:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-07T08:51:00,2026-07-07T17:09:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-06T09:09:00,2026-07-06T17:25:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-03T09:09:00,2026-07-03T16:57:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-02T09:02:00,2026-07-02T16:55:00,
victor.ramos@acme.com,Acme Iberica SL,2026-07-01T08:59:00,2026-07-01T17:28:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-30T08:45:00,2026-06-30T17:10:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-29T08:52:00,2026-06-29T17:22:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-26T09:02:00,2026-06-26T16:47:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-25T08:47:00,2026-06-25T16:46:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-24T09:14:00,2026-06-24T17:06:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-23T08:48:00,2026-06-23T17:14:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-22T09:00:00,2026-06-22T17:30:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-19T09:07:00,2026-06-19T17:09:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-18T09:00:00,2026-06-18T17:15:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-17T09:02:00,2026-06-17T16:56:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-16T09:14:00,2026-06-16T17:37:00,
victor.ramos@acme.com,Acme Iberica SL,2026-06-15T09:13:00,2026-06-15T17:06:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-10T08:53:00,2026-07-10T17:04:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-09T09:10:00,2026-07-09T17:27:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-08T08:45:00,2026-07-08T16:48:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-07T09:11:00,2026-07-07T17:33:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-06T09:06:00,2026-07-06T17:22:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-03T08:59:00,2026-07-03T17:18:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-02T08:55:00,2026-07-02T17:15:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-07-01T08:57:00,2026-07-01T17:11:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-30T09:12:00,2026-06-30T17:09:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-29T08:52:00,2026-06-29T17:13:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-26T09:12:00,2026-06-26T17:23:00,Jornada intensiva
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-25T09:00:00,2026-06-25T17:30:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-24T08:57:00,2026-06-24T17:06:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-23T09:10:00,2026-06-23T17:36:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-22T09:00:00,2026-06-22T16:47:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-19T09:15:00,2026-06-19T17:37:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-18T08:48:00,2026-06-18T17:01:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-17T09:14:00,2026-06-17T17:28:00,Teletrabajo
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-16T08:58:00,2026-06-16T17:24:00,
sergio.dominguez@acme.com,Acme Iberica SL,2026-06-15T08:47:00,2026-06-15T17:02:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-10T08:53:00,2026-07-10T16:59:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-09T08:57:00,2026-07-09T17:23:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-08T08:55:00,2026-07-08T17:23:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-07T08:57:00,2026-07-07T17:02:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-06T09:13:00,2026-07-06T17:29:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-03T08:46:00,2026-07-03T17:10:00,Jornada intensiva
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-02T09:06:00,2026-07-02T17:09:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-01T09:08:00,2026-07-01T16:58:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-30T08:48:00,2026-06-30T17:13:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-29T08:48:00,2026-06-29T17:01:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-26T08:54:00,2026-06-26T16:40:00,Teletrabajo
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-25T08:54:00,2026-06-25T17:01:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-24T08:49:00,2026-06-24T16:49:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-23T09:03:00,2026-06-23T17:31:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-22T08:50:00,2026-06-22T16:46:00,Reunion cliente
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-19T09:04:00,2026-06-19T17:32:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-18T09:14:00,2026-06-18T17:36:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-17T08:59:00,2026-06-17T17:24:00,
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-16T08:53:00,2026-06-16T17:20:00,Reunion cliente
alvaro.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-15T09:13:00,2026-06-15T17:16:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-10T08:50:00,2026-07-10T16:39:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-09T08:56:00,2026-07-09T17:18:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-08T09:15:00,2026-07-08T17:27:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-07T08:59:00,2026-07-07T17:03:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-06T08:57:00,2026-07-06T17:12:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-03T08:57:00,2026-07-03T17:18:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-02T08:54:00,2026-07-02T17:23:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-07-01T09:11:00,2026-07-01T17:38:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-30T08:45:00,2026-06-30T17:06:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-29T09:09:00,2026-06-29T16:57:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-26T09:08:00,2026-06-26T17:24:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-25T09:13:00,2026-06-25T17:16:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-24T08:52:00,2026-06-24T17:15:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-23T08:52:00,2026-06-23T17:17:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-22T08:53:00,2026-06-22T17:21:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-19T09:09:00,2026-06-19T17:36:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-18T08:49:00,2026-06-18T17:14:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-17T09:05:00,2026-06-17T17:31:00,Reunion cliente
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-16T08:46:00,2026-06-16T17:08:00,
oscar.gomez@distribuciones.com,Distribuciones Levante SA,2026-06-15T08:49:00,2026-06-15T16:39:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-10T08:55:00,2026-07-10T17:06:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-09T08:49:00,2026-07-09T17:08:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-08T08:56:00,2026-07-08T17:14:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-07T08:53:00,2026-07-07T16:48:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-06T09:11:00,2026-07-06T17:26:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-03T08:54:00,2026-07-03T17:00:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-02T08:59:00,2026-07-02T16:48:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-07-01T09:15:00,2026-07-01T17:14:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-30T09:08:00,2026-06-30T17:36:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-29T09:15:00,2026-06-29T17:35:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-26T09:10:00,2026-06-26T17:20:00,Jornada intensiva
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-25T08:48:00,2026-06-25T17:02:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-24T09:08:00,2026-06-24T17:36:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-23T08:57:00,2026-06-23T17:22:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-22T08:48:00,2026-06-22T17:16:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-19T08:45:00,2026-06-19T17:09:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-18T09:02:00,2026-06-18T17:07:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-17T08:52:00,2026-06-17T17:18:00,Reunion cliente
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-16T09:14:00,2026-06-16T17:43:00,
silvia.garcia@distribuciones.com,Distribuciones Levante SA,2026-06-15T08:58:00,2026-06-15T16:50:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-10T09:15:00,2026-07-10T17:02:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-09T09:00:00,2026-07-09T16:52:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-08T09:13:00,2026-07-08T17:32:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-07T08:59:00,2026-07-07T17:07:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-06T09:08:00,2026-07-06T17:37:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-03T08:58:00,2026-07-03T17:20:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-02T08:49:00,2026-07-02T17:00:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-07-01T09:11:00,2026-07-01T17:27:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-30T09:15:00,2026-06-30T17:17:00,Reunion cliente
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-29T08:51:00,2026-06-29T17:04:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-26T08:52:00,2026-06-26T17:00:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-25T09:06:00,2026-06-25T17:14:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-24T09:05:00,2026-06-24T17:12:00,Reunion cliente
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-23T08:51:00,2026-06-23T16:43:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-22T09:11:00,2026-06-22T17:25:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-19T08:51:00,2026-06-19T17:17:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-18T08:45:00,2026-06-18T16:33:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-17T08:52:00,2026-06-17T16:45:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-16T08:51:00,2026-06-16T16:40:00,
diego.vazquez@distribuciones.com,Distribuciones Levante SA,2026-06-15T09:02:00,2026-06-15T17:00:00,
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-10T09:11:00,2026-07-10T17:10:00,
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-09T08:49:00,2026-07-09T17:12:00,Teletrabajo
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-08T08:49:00,2026-07-08T17:08:00,
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-07T08:50:00,2026-07-07T16:42:00,
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-06T08:45:00,2026-07-06T16:38:00,Teletrabajo
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-03T09:03:00,2026-07-03T17:08:00,Reunion cliente
pablo.diaz@distribuciones.com,Distribuciones Levante SA,2026-07-02T08:46:00,2026-07-02T16:39:00,
